"","Statute","Type","Degree","Desc"
"1578","322.36","T","0","VEHICLE/PERMIT UNAUTHORIZED OPERATOR TO DRIVE"
"1579","322.38","M","2","VEHICLE/RENT TO AN UNLICENSED DRIVER"
"1580","322.38","T","0","VEHICLE/RENT TO AN UNLICENSED DRIVER"
"1581","322.38(3)","M","2","PUBLIC ORDER CRIMES FAIL TO KEEP VEHICLE RENTAL RE"
"1582","322.53","M","2","NO COMMERCIAL DRIVER'S LICENSE"
"1583","322.53","T","0","NO COMMERCIAL DRIVER'S LICENSE"
"1584","322.53(1)","M","1","TRAFFIC OFFENSE DRIVE WO VALID COMMERCIAL DRIV LIC"
"1585","322.53(1)","T","0","DRIVE W/O VALID COMMERCIAL DRIVERS LICENSE"
"1586","322.53(3)","M","2","DRIVE WITHOUT VALID COMMERCIAL DL/FOR-HIRE CMV"
"1587","322.53(3)","T","0","DRIVE WITHOUT VALID COMMERCIAL DL/FOR-HIRE CMV"
"1588","322.54(1)","M","1","DRIVER LICENSE/NOT AUTHORIZED BY CLASSIFICATION"
"1589","322.54(1)","T","0","DRIVER LICENSE/NOT AUTHORIZED BY CLASSIFICATION"
"1590","322.54(4)(A)","M","1","VEHICLE/COMMERCIAL/OPERATE W/O VALID COMM LICENSE"
"1591","322.54(4)(A)","T","0","VEHICLE/COMMERCIAL/OPERATE W/O VALID COMM LICENSE"
"1592","322.54(4)(B)","I","0","EXP COMMERCIAL DRIVERS LICENSE/30 DAYS OR LESS"
"1593","322.57(2)","M","2","NO MOTORCYCLE ENDORSEMENT"
"1594","322.57(2)","T","0","NO MOTORCYCLE ENDORSEMENT"
"1595","322.57(3)(A)","M","2","COMMERCIAL DRIVERS LIC/NO ENDORSEMENT/NON RESIDENT"
"1596","322.57(3)(A)","T","0","COMMERCIAL DRIVERS LIC/NO ENDORSEMENT/NON RESIDENT"
"1597","322.57(4)(A)","M","1","COMMERCIAL VEHICLE/OPERATE W/O COMM DRIVER LICENSE"
"1598","322.57(4)(A)","T","0","COMMERCIAL VEHICLE/OPERATE W/O COMM DRIVER LICENSE"
"1599","322.57(4)(B)","I","0","EXP COMMERCIAL DRIVER LICEN <30 DAYS"
"1600","322.60","T","0","POSSESS MORE THAN 1 COMMERCIAL DRIVERS LICENSE"
"1601","323.002(2)(B)","M","2","TOWING/UNAUTH OPERATOR/SOLICIT BUSINESS"
"1602","323.002(2)C","M","2","FRAUD FAIL DISCLOSE ID AUTH WRECKER AT SC OF WRECK"
"1603","323.002(2)D","M","1","FRAUD-IMPERSON GIVE FALSE ID AS BEING AUTH WRECKER"
"1604","324.201(1)","M","2","DWLS/FINANCIAL RESP/REFUSE TO SURRENDER LICENSE"
"1605","324.201(1)","T","0","DWLS/FINANCIAL RESP/REFUSE TO SURRENDER LICENSE"
"1606","324.221(3)","M","1","DWLS/& OPERATE VEH/LICENSE PLATE NOT REG TO OWNER"
"1607","324.221(3)","T","0","DWLS/& OPERATE VEH/LICENSE PLATE NOT REG TO OWNER"
"1608","326.005","F","3","SHIP BROKER/TRUST ACCOUNT VIOLATION"
"1609","327.73(3)","M","2","BOAT/FAILURE TO SIGN SUMMONS"
"1610","327.30(1)","M","2","BOAT/ACCIDENT/DUTY TO AID"
"1611","327.30(2)","M","2","BOATING ACCIDENT/FAILURE TO REPORT"
"1612","327.30(5)","F","3","LEAVING THE SCENE OF A BOATING ACCIDENT/INJURY"
"1613","327.30(5)","M","2","LEAVING SCENE OF BOATING ACCIDENT/PROPERTY DAMAGE"
"1614","327.301(1)","N","0","WRITTEN REPORT OF ACCIDENT REQUIRED"
"1615","327.33(1)","M","1","BOAT/RECKLESS OPERATION"
"1616","327.33(2)","N","0","BOAT/CARELESS OPERATION"
"1617","327.33(3)(A)","M","2","BOAT/NAVIGATION RULE VIOLATION/ACCIDENT"
"1618","327.33(3)(B)","N","0","BOAT/NAVIGATION RULE VIOLATION"
"1619","327.331","N","0","DIVERS DOWN FLAG VIOLATION"
"1620","327.331(2)","N","0","NO DIVERS DOWN WARNING DEVICE DISPLAYED"
"1621","327.331(4)","N","0","BOATING/DIVER DOWN FLAG/100 FT."
"1622","327.331(6)","N","0","VESSEL SPEED TOO FAST 100/300 FT OF DIVE FLAG"
"1623","327.331(7)","N","0","DIVERS-DOWN FLAG MUST BE LOWERED"
"1624","327.331(8)","N","0","BOATING/DIVER DOWN FLAG/DISPLAY"
"1625","327.34","M","2","PUBLIC ORDER CRIMES UNLAWFUL TO ALLOW INCAP PERS T"
"1626","327.35(1)","M","2","BOATING UNDER THE INFLUENCE"
"1627","327.35(2)(B)1","F","3","BOATING UNDER THE INFLUENCE/3RD CONV W/I 10 YRS"
"1628","327.35(2)(B)3","F","3","BOATING UNDER THE INFLUENCE/4TH> CONVICTION"
"1629","327.35(3)","F","1","BOATING UNDER THE INFLUENCE/MANSLAUGHTER"
"1630","327.35(3)","F","2","BOATING UNDER THE INFLUENCE/MANSLAUGHTER"
"1631","327.35(3)","M","1","BOATING UNDER THE INFLUENCE/PROPERTY DAMAGE"
"1632","327.35(3)(A)","F","2","BOATING UNDER THE INFLUENCE/MANSLAUGHTER"
"1633","327.35(3)(C)1","M","1","BOATING UNDER INFLUENCE/DAMAGE/INJURY"
"1634","327.35(3)(C)2","F","3","BOATING UNDER THE INFLUENCE/SERIOUS BODILY INJURY"
"1635","327.35(3)(C)3A","F","2","BUI/MANSLAUGHTER"
"1636","327.35(3)(C)3B","F","1","BUI/MANSLAUGHTER/FAIL TO GIVE AID/INFORMATION"
"1637","327.35(4)","M","1","DUI-UNLAW BLD ALCH BUI PASSENGER IN VESS UNDER 18"
"1638","327.352(1)(A)","N","0","BOATING UNDER INFLUENCE/REFUSE TO SUBMIT TO TEST"
"1639","327.35215(1)","N","0","REFUSAL TO SUBMIT TO BREATH/BLOOD/UR TEST"
"1640","327.35215(4)","M","1","UNLAWFUL OPERATION OF VESSEL/OUTSTANDING CIVIL PEN"
"1641","327.355(1)(A)","N","0","UNDER 21 YOA / BAC READING >.02"
"1642","327.355(1)(B)","N","0","<21 /REFUSE BREATH TEST"
"1643","327.359","M","1","BUI/TESTING/2ND OR SUBSEQUENT REFUSAL"
"1644","327.37","N","0","WATER SKI AND AQUAPLANE REGULATIONS"
"1645","327.37(1)","N","0","WATER SKI/OBSERVATION BY BOAT OPERATOR"
"1646","327.37(1)(A)","N","0","WATER SKI/OBSERVATION BY BOAT OPERATOR/MIRROR"
"1647","327.37(2)","N","0","WATER SKI BETWEEN SUNSET AND SUNRISE"
"1648","327.37(2)(B)","N","0","WATER SKIING W/OUT PERSONAL FLOTATION DEVICE"
"1649","327.37(4)","N","0","SKIER/BOAT TOO CLOSE"
"1650","327.38","M","2","HEALTH-SAFETY WATER SKI WHILE UNDER INFLUENCE LIQU"
"1651","327.39(1)","N","0","PERSONAL WATERCRAFT/LFVEST/PERS FLOTATION DEVICE"
"1652","327.39(2)","N","0","PERSONAL WATERCRAFT/FAIL TO ATTACH LANYARD"
"1653","327.39(3)","N","0","PERSONAL WATERCRAFT/OPERATE AFTER DARK"
"1654","327.39(4)","M","2","PERSONAL WATERCRAFT/FAIL TO OPERATE IN PRUDENT MAN"
"1655","327.39(5)","N","0","PERSONAL WATERCRAFT/OPERATED BY A MINOR <14"
"1656","327.39(6)","M","2","PERSONAL WATERCRAFT/ALLOW < 14 TO OPERATE"
"1657","327.39(6)A","M","2","PUBLIC ORDER CRIMES UNLAWFUL TO ALLOW PERSON UND 1"
"1658","327.39(6)B","M","2","PUBLIC ORDER CRIMES ALLOW USE LEASED PER WATERCRAF"
"1659","327.391(1)","I","0","MUFFLER ON AIRBOAT"
"1660","327.391(1)","N","0","MUFFLER ON AIRBOAT"
"1661","327.391(3)","N","0","AIRBOAT MAY NOT OPERATE W/O FLAG POLE 10FT"
"1662","327.391(5)(C)","M","2","VIOLATION OF COMERCIAL AIRBOAT PROVISIONS/7/19"
"1663","327.395(1)","N","0","BOAT/OPERATING W/O SAFETY CARD/21 OR UNDER"
"1664","327.42(1)","M","2","BUOY/MARKER/MOORING"
"1665","327.42(2)","M","2","BOUYS/DAMAGING/ALTERING PROHIBITED"
"1666","327.44","N","0","INTERFERENCE WITH NAVIGATION"
"1667","327.46(1)","N","0","VESSEL/IDLE SPEED/OPERATE IN RESTRICTED AREA"
"1668","327.46(2)","N","0","VESSEL/SPEED/OPERATE IN RESTRICTED AREA"
"1669","327.46(3)","N","0","VESSEL/PROHIBITED/BOATING-RESTRICTED AREA"
"1670","327.461(2)","M","1","PUBLIC ORDER CRIMES OPERATE VESSEL IN RESTRICTED Z"
"1671","327.461(3)","F","3","VESSEL/OPERATE/REF LEAVE/RESTRCTD AREA/AFT WRNG"
"1672","327.461(4)","M","1","PUBLIC ORDER CRIMES SWIM WADE DIVE IN RESTRICTED Z"
"1673","327.461(5)","F","3","VESSEL/STAY/REENTER RESTRICTED ZONE AFTER WARNING"
"1674","327.48","N","0","REGATTA/RACES/TOURNAMENTS/ETC"
"1675","327.50","N","0","BOATING SAFETY REGULATION/EQUIPMENT REQUIRED"
"1676","327.50(1)(A)","M","2","OPERATING VESSEL W/O REQUIRED USCG SAFETY GEAR"
"1677","327.50(1)(A)","N","0","SAFETY EQUIPMENT REQUIRED"
"1678","327.50(1)(B)","N","0","NO LIFE JACKET ON PERSON UNDER 6 YEARS OF AGE"
"1679","327.50(2)","N","0","NO REQUIRED LIGHTS"
"1680","327.50(3)","M","2","BOATING SAFETY REGULATION/EQUIPMENT REQUIRED"
"1681","327.52","M","2","BOAT/FAIL TO ATTACH CAPACITY PLATE"
"1682","327.52(2)","M","2","HEALTH-SAFETY SELL VESSEL NO MAX LOAD SAFETY PLATE"
"1683","327.52(3)","N","0","BOAT/EXCEEDING WEIGHT/PERSON CAPACITY"
"1684","327.53(1)","N","0","BOAT/NO MARINE SANITATION DEVICE"
"1685","327.53(2)","N","0","BOAT/NO MARINE SANITATION DEVICE/HOUSEBOAT"
"1686","327.53(4)(A)","N","0","WASTE, DUMPING RAW SEWAGE"
"1687","327.54","M","2","BOAT LIVERY/SAFETY REGULATION VIOLATION"
"1688","327.54(1)(C)","M","2","BOAT LIVERY/BOAT SAFETY EQUIPMENT"
"1689","327.54(1)(D)","M","2","BOAT LIVERY/VESSEL NOT SEAWORTHY"
"1690","327.54(1)(E)","M","2","BOAT LIVERY/BOAT SAFETY LIVERY INSTRUCTIONS"
"1691","327.54(1)(F)","M","2","BOAT LIVERY/BOAT SAFETY INFO DISPLAY"
"1692","327.54(2)","M","2","BOAT LIVERY/BOATER ID CARD REQUIRED"
"1693","327.54(4)(A)","M","2","BOAT LIVERY/LEASE/HIRE/RENT/UNDER 18"
"1694","327.54(4)(B)","M","2","BOAT LIVERY/LEASE/HIRE/RENT/NO INSTRUCTION"
"1695","327.54(4)(C)","M","2","BOAT LIVERY/WRITTEN INSTRUCTION"
"1696","327.54(5)","M","2","BOAT LIVERY/INSURANCE/PROOF INSURANCE"
"1697","327.60","N","0","LOCAL REGULATIONS"
"1698","327.65(2)(A)1","N","0","BOAT/MUFFLING DEVICES"
"1699","327.65(2)(A)2","M","2","MUFFLING DEVICES/REFUSE TO SUBMIT TO TEST"
"1700","327.66(1)(A)","M","2","POSSESS/TRANSPORT/GAS/VESSEL/FED REGS/USCG/VIOL"
"1701","327.72","M","2","BOAT/REGULATIONS/FAILURE TO COMPLY"
"1702","327.73(1)","M","2","RESPOND TO BOATING CITATION/FAILURE TO APPEAR"
"1703","327.73(3)","M","2","RESIST OFFICER REFUSE POST BOND ACCEPT SUMMONS RE"
"1704","327.731(2)","M","2","BOATING SCHOOL REQUIRED/FAILURE TO COMPLY"
"1705","328.56","M","2","VESSEL/REGISTRATION NUMBER NOT DISPLAYED"
"1706","328.01","M","2","PUBLIC ORDER CRIMES FAIL TO MAKE APPLICATION FOR T"
"1707","328.03(3)","M","2","BOAT/TITLE TO BE TRANSFERRED WITHIN 30 DAYS"
"1708","328.05(1)","F","3","BOAT/TITLE/KNOWINGLY PROCURE FOR STOLEN VESSEL"
"1709","328.05(2)","F","3","BOAT/FORGED TITLE/POSSESSION W/INTENT TO DEFRAUD"
"1710","328.05(3)(A)","F","3","BOAT/TITLE/FORGE, ALTER"
"1711","328.05(3)(B)","F","3","BOAT/TITLE/USE, RETAIN KNOWING IT'S FORGED/ALTERED"
"1712","328.05(3)(C)","F","3","BOAT/TITLE/MAKE FALSE STATEMENT"
"1713","328.05(3)(D)","F","3","BOAT/TITLE/USE UNLAWFUL TITLE TO OBTAIN GOODS"
"1714","328.05(3)(E)","F","3","BOAT/TITLE/OBTAIN GOODS W/TITLE TO BE SURRENDERED"
"1715","328.07(1)","M","2","BOAT/HULL ID/SERIAL NUMBER REQUIRED"
"1716","328.07(2)","M","2","BOAT/HULL ID/SERIAL NUMBER REQUIRED"
"1717","328.07(3)(A)","M","2","BOAT/ALTER/DEFACE HULL ID/SERIAL NUMBER"
"1718","328.07(4)(A)","F","3","VESSEL/POSN COUNTERFEIT HULL ID/DECAL/OF ANOTHER"
"1719","328.07(4)(B)","F","3","VESSEL/ALTERED HULL ID NUMBER"
"1720","328.07(7)","M","2","PUBLIC ORDER CRIMES ASSIGN SAME HULL ID NUM MORE T"
"1721","328.13(1)","F","3","PUBLIC ORDER CRIMES FAIL TO FURNISH MFGR STATE OF"
"1722","328.13(2)","F","3","BOAT/MANUFACTURER CERTIFICATE OF ORIGIN"
"1723","328.15(9)","M","2","PUBLIC ORDER CRIMES FAIL TO SUBMIT CERTF OF TITLE"
"1724","328.19","M","2","PUBLIC ORDER CRIMES VIOLATE VESSEL TITLE CERTIFICA"
"1725","328.21(2)","M","2","PUBLIC ORDER CRIMES FAIL TO SURRENDER CANC TITLE O"
"1726","328.21(3)","M","2","PUBLIC ORDER CRIMES FAIL TO SURRENDER TITLE OF DES"
"1727","328.21(4)","M","2","PUBLIC ORDER CRIMES VIOL VESSEL TITLE CERTIF OR LI"
"1728","328.46","M","2","VESSEL/UNREGISTERED/UNNUMBERED/30 DAYS"
"1729","328.46","N","0","VESSEL/UNNUMBERED 30+ DAYS AFTER PURCHASE"
"1730","328.46(1)","M","2","VESSEL/UNREGISTERED/UNNUMBERED/30 DAYS"
"1731","328.46(1)","N","0","VESSEL/UNREGISTERED/UNNUMBERED/30 DAYS"
"1732","328.46(2)(A)","M","2","OPERATE BOAT 30 DAYS AFTER PURCHASE"
"1733","328.46(2)(A)","N","0","OPERATE BOAT 30 DAYS AFTER PURCHASE"
"1734","328.48(1)","M","2","PUBLIC ORDER CRIMES FAIL TO PAY REGISTRATION FEE S"
"1735","328.48(1)A","M","2","FAIL TO PAY REGISTRATION FEE SECURE ID NUMBER"
"1736","328.48(2)","M","2","PUBLIC ORDER CRIMES FAIL REGIS COMMERCIAL OR RECRE"
"1737","328.48(4)","N","0","VESSEL/REGISTRATION CERTIFICATE NOT ON BOARD"
"1738","328.48(5)","N","0","VESSEL/DECAL IMPROPERLY DISPLAYED"
"1739","328.48(8)","M","2","FRAUD-FALSE STATEMENT FALSIFY DOCUMENTS RE VESSEL"
"1740","328.52(2)","N","0","VESSEL/IMPROPER DISPLAY OF DEALER NUMBERS"
"1741","328.52(4)","M","2","PUBLIC ORDER CRIMES USE DEALER REG VESL OTHER THAN"
"1742","328.54(1)","N","0","VESSEL/REGISTRATION NUMBER IMPROPERLY DISPLAYED"
"1743","328.54(2)","N","0","VESSEL/REGISTRATION NUMBER START WITH FL"
"1744","328.54(3)","N","0","VESSEL/REGISTRATION NUMBER NUMERALS/CAPITALS"
"1745","328.54(4)","N","0","VESSEL/REGISTRATION NUMBER I/O/Q"
"1746","328.56(1)","M","2","VESSEL/COMMERCIAL OR RECREATIONAL REGISTRATION NO."
"1747","328.58","M","2","PUBLIC ORDER CRIMES FAIL RECORD NONRES ALIEN VES R"
"1748","328.62","M","2","VESSEL/UNAUTHORIZED NUMBER DISPLAY"
"1749","328.64(1)","M","2","VESSEL/TRANSFER OF INTEREST"
"1750","328.68","M","2","PUBLIC ORDER CRIMES FAIL PAY BOAT REGIST CERTIF LI"
"1751","328.70(2)","M","2","FAILURE CLASS COMMERCIAL VESSEL"
"1752","328.72(13)","N","0","VESSEL/EXPIRED REGISTRATION"
"1753","328.72(13)A","N","0","VESSEL/EXPIRED REGISTRATION/<6"
"1754","328.72(13)B","N","0","VESSEL/EXPIRED REGISTRATION/6+"
"1755","328.72(4)","M","2","VESSEL/REGISTRATION TRANSFER NOT FILED"
"1756","328.72(4)","N","0","VESSEL/REGISTRATION TRANSFER NOT FILED"
"1757","328.72(6)","M","2","VESSEL/CLASSIFICATION CHANGE/FAIL"
"1758","328.78(1)","F","3","VESSEL/ALTER/FORGE REGISTRATION DECAL"
"1759","328.78(2)","F","3","VESSEL/POSSESS FORGED/COUNTERFEIT/REGIST DECAL"
"1760","328.78(3)","F","3","VESSEL/SELL/TRADE/REGISTRATION DECAL"
"1761","329.10","F","3","AIRCRAFT REGISTRATION"
"1762","329.10(1)","F","3","AIRCRAFT/POSSESSION OF UNREGISTERED"
"1763","329.10(2)","F","3","AIRCRAFT/POSSESSION BY NONLEGAL ENTITY PERSON"
"1764","329.10(3)","F","3","AIRCRAFT/GIVE FALSE INFO REGARDING OWNER"
"1765","329.10(4)","F","3","AIRCRAFT/FALSE INFO TO GOVT ENTITY"
"1766","329.11(1)","F","3","AIRCRAFT/IDENTIFICATION NUMBER VIOLATION"
"1767","329.4","M","2","FRAUD REMOVE OR ATTEMPT TO REMOVE AIRCRAFT UND LIE"
"1768","330.04","M","2","PILOT LICENSE/FAILURE TO PRODUCE ON DEMAND"
"1769","330.3(1)","M","2","PUBLIC ORDER CRIMES FAIL TO OBT PRIOR APPR OF AIRP"
"1770","330.3(2)","M","2","PUBLIC ORDER CRIMES FAILURE TO OBT LIC PRIOR TO OP"
"1771","330.33","M","2","PUBLIC ORDER CRIMES VIOLATE AIRCRAFT PILOT AIRPORT"
"1772","330.40","F","3","AIRCRAFT FUEL TANK VIOLATION"
"1773","331.3101(4)","M","2","FRAUD-FALSE STATEMENT REIMBURSEMENT CLAIM TO SPACE"
"1774","333.13","M","2","PUBLIC ORDER CRIMES VIOL OF REGS RE AIRPORT ZONING"
"1775","334.193","M","1","CONFLICT OF INTEREST BY TRANSPORTATION OFFICER AGE"
"1776","334.195","M","2","CONFLICT OF INTEREST SOLICIT ACCEPT FUNDS BY TRANS"
"1777","337.135(1)","F","2","BUSINESS ENTERPRISE/FLS REP SOCIAL/ECONOMIC DISAD"
"1778","337.405","M","2","CONSERVATION-ENVIRONMENT DAMAGE VEGETATION ON STAT"
"1779","337.406","M","2","STATE TRANSPORTATION RIGHT OF WAY/UNLAWFUL USE"
"1780","337.4061(2)","M","2","TRAFFIC OFFENSE UNLAWFL USE RIGHT-OF-WAY FOR CABLE"
"1781","338.155","I","0","TOLL/FAIL TO PAY AT TOLL FACILITY"
"1782","339.28","M","2","DAMAGE PROP-PUBLIC ROAD SIGN BOUNDARY MARKER GUIDE"
"1783","347.24","M","2","PUBLIC ORDER CRIMES TRANSPORT FOR HIRE WI 1 MILE O"
"1784","351.03","M","2","NONMOVING TRAFFIC VIOL FAIL GIVE VISUAL/WHISTLE TR"
"1785","364.107(3)","M","2","PUBLIC ORDER CRIMES OFFICER EMPLOYEE TELECOM CARRI"
"1786","364.24(1)","M","2","INVADE PRIVACY DISCLOSE PHONE MESSAGE BY PHONE COM"
"1787","364.24(2)","M","2","INVADE PRIVACY DISCLOSE CUSTOMER ACCOUNT INFORMATI"
"1788","365.16(1)(A)","M","2","PHONE CALL/OBSCENE/HARASSING"
"1789","365.16(1)(B)","M","2","PHONE CALL/THREATENING"
"1790","365.16(1)(B)","M","1","PHONE CALL/THREATENING/PREJUDICE"
"1791","365.16(1)(C)","M","2","PHONE CALLS/RING W/INTENT TO HARASS"
"1792","365.16(1)(D)","M","2","PHONE CALLS/THREATENING OR HARASSING"
"1793","365.16(2)","M","2","HARASSING COMMUNICATION PERMIT OBSCENE OR HARASSIN"
"1794","365.161(2)A","M","2","OBSCENE COMMUNICATION PHONE SVC SUBSCRIBER MAKES C"
"1795","365.161(2)(B)","M","2","OBSCENE COMMUNICATION SUBSCRIBER ALLOWS ANOTH TO M"
"1796","365.172(12)","F","3","WIRELESS/MISUSE 911 SYSTEM/VALUE >100"
"1797","365.172 (13)","M","1","EMERGENCY COMMUNICATIONS 911 MISUSE/PRIOR 7/1/2014"
"1798","365.172(14)","F","3","EMER COMM/911/MISUSE/VALUE >$100"
"1799","365.172(14)","M","1","EMERGENCY COMMUNICATIONS 911 MISUSE"
"1800","367.081(4)(C)","F","3","WATER SYSTEMS/FLS STMT RE ACCURACY OF FIGURES"
"1801","367.165","M","1","PUBLIC ORDER CRIMES ABANDON WATER SERVICE CUSTOMER"
"1802","369.25","M","2","CONSERVATION-ENVIRONMENT DEAL AQUATIC PLANT SPECIE"
"1803","369.251(1)","M","2","CONSERVATION-ENVIRONMENT SELL POSSESS GROW UNLAWFU"
"1804","369.309","M","2","CONSERVATION-ENVIRONMENT AIRBOATS PROHIBITED ON WE"
"1805","370.07(5)","M","1","SEAFOOD DEALERS/LICENSE REVOCATION"
"1806","370.07(6)","M","1","SEAFOOD DEALERS/RECORDS TO BE KEPT"
"1807","370.14","M","2","CRAWFISH OFFENSES"
"1808","372.663","F","3","ALLIGATOR POACHING"
"1809","372.663(1)","M","1","ALLIGATOR POACHING/ATTEMPT"
"1810","372.99022(1)","F","3","WILDLIFE/MOLEST/STEAL/FRESHWATER FISH GEAR"
"1811","373.123","M","2","CONSERVATION-ENVIRONMENT ALLOW SALT WATER TO MOVE"
"1812","373.336","M","2","CONSERVATION-ENVIRONMENT VIOLATE WATER RESOURCE WE"
"1813","373.336(1)","M","2","WATER RESOURCES/WATER WELL VIOLATION"
"1814","373.336(2)","M","2","WATER RESOURCES/ENGAGE IN BUSINESS W/O LICENSE"
"1815","373.409","M","2","DAMAGE PROP TAMPER WITH MEASURING DEVICE FOR WATER"
"1816","373.430(1)(B)","M","1","UNAUTHORIZED ACTIVITY ON STATE LAND"
"1817","373.430(1)(B)","M","2","PROHIBITIONS VIO/FAIL COMPLY RULE ISSUED BY WMD"
"1818","373.613","M","2","WATER RESOURCE VIOLATION"
"1819","375.314","M","2","DAMAGE TO PUBLIC LANDS"
"1820","376.065(5)(A)","N","0","POLLUTION/DISCHARGE PREVENTION"
"1821","376.071","N","0","SPILL CONTINGENCY PLAN"
"1822","376.071(2)C","M","2","RESIST OFFICER VIOL SHIP SPECIFIC DISCHARGE CONTIN"
"1823","376.12(11)","F","3","POLLUTANTS/DISCHARGE FROM VESSEL/VIOL OF REQURMNTS"
"1824","376.15","M","1","PUBLIC ORDER CRIMES ABANDON VESSEL ON PUBLIC WATER"
"1825","376.16(11)","M","2","CONSERVATION-ENVIRONMENT FAIL TO POST BOND AND PAY"
"1826","376.16(12)","F","2","POLLUTANTS/REQUIREMENTS/MAKE FALSE STATEMENT"
"1827","376.16(5)","M","2","CONSERVATION-ENVIRONMENT REFUSE TO POST BOND OR AC"
"1828","376.302","M","1","POLLUTANTS/DISCHARGE PROHIBITED"
"1829","376.302(1)","M","1","POLLUTANTS/DISCHARGE PROHIBITED/GROUND WATERS"
"1830","376.302(5)","F","3","POLLUTANTS/REIMBURSEMENT QUALIFICATIONS/FRAUD"
"1831","376.3071(10)","F","3","POLLUTANTS/DISCHARGE/FLS RECORDS/DAMG PETR SYSTEM"
"1832","376.3077","M","1","CONSERVATION-ENVIRONMENT DEPOSIT MOTOR FUEL IN UNR"
"1833","376.75(2)","M","1","CONSERVATION-ENVIRONMENT FAIL REGISTER AS SELLER U"
"1834","376.83(1)","M","1","FRAUD-FALSE STATEMENT CERT DOC REQD BROWNFIELD RED"
"1835","376.83(2)","M","1","FRAUD FALSIFY/TAMPER DEV USED IN BROWNFIELD REDEVE"
"1836","377.2409(2)","F","3","ENERGY RESOURCES/GEOPH ACT/DISCLOSE CONFDL INFORM"
"1837","377.36","M","1","FRAUD-FALSE STATEMENT TO EVADE ENERGY RESOURCE LAW"
"1838","377.6060","M","2","INVADE PRIVACY RELEASE CONFID INFO OF ENERGY RESOU"
"1839","377.607","M","1","FRAUD-FALSE STATEMENT FAILURE TO SUBMIT INFORMATIO"
"1840","379.105","M","1","CONSERVATION INTERFERE W TAKING FISH OR GAME SUBSQ"
"1841","379.105","M","2","FISH/WILDLIFE/HUNTER/TRAPPER/FISHER/HARASSMENT OF"
"1842","379.2223","M","2","CONSERVATION VIOL FISH OR WILDLIFE MANAGEMENT RULE"
"1843","379.2257","M","2","CONSERVATION VIOL RULE RE AGREEMENT W U.S. FOREST"
"1844","379.231","M","1","ANIMALS/FOREIGN/ILLEGAL IMPORTATION/RELEASE"
"1845","379.2421(1)","M","1","CONSERVATION-FISH POSSESS ILLEGAL NET OR SEINE SUB"
"1846","379.2421(1)","M","2","FISHING NETS/SEINES/ILLEGAL POSSESSION"
"1847","379.2421(2)","M","2","FISHING STOP NET/OBSTR WATERWAY/FREE PASS OF FISH"
"1848","379.2422","F","3","CONSERVATION-FISH USE ILLEGAL NETS IN STATE WATERS"
"1849","379.2423(3)","F","3","CONSERVATION-FISH POSS TRANSPORT ILLEGAL NETS IN S"
"1850","379.2423(4)","F","3","CONSERVATION-FISH POSSESS SELL MULLET TAKEN W ILLE"
"1851","379.2425","M","1","CONSERVATION-FISH SPEARFISH IN RESTRICTED AREAS SU"
"1852","379.2425","M","2","SPEARFISHING VIOLATION"
"1853","379.2431(1)(E)2","M","1","MARINE TURTLE EGGS/POSSESSION 11<"
"1854","379.2431(1)(E)3","F","3","CONSERVATION-ANIMALS POSS 11 OR FEWER MARINE TURTL"
"1855","379,2431(1)(E)4","F","3","MARINE TURTLE EGGS/POSSESSION/>11"
"1856","379.2431(1)(E)5","F","3","MARINE TURTLE OR EGGS/SELL/MOLEST/HARASS"
"1857","379.2431(1)(E)6","F","3","CONSERVATION-ANIMALS SOLICIT CONSPIRE TO VIOL MARI"
"1858","379.2431(2)","M","1","MANATEE OR SEACOW VIOLATION"
"1859","379.2431(2)R","M","2","RESIST OFFICER REFUSE POST BOND ACCEPT SIGN BOATIN"
"1860","379.2431(2)(S)1","N","0","MANATEE/VIOLATION SPEED ZONE"
"1861","379.2431(2)(S)2","M","1","CONSERVATION-ANIMALS VIOL NO ENTRY BOAT PROHIBITED"
"1862","379.2431(2)(S)2","M","2","MANATEE/VIOLATION OF RESTRICTED ZONE"
"1863","379.248(2)","M","1","SPONGES/USE AND SIZE OF HOOKS VIOLATION"
"1864","379.249(7)B","F","3","RESIST OFFICER FTC WITH ORDER TO RETURN TO PORT"
"1865","379.2522(2)","M","2","OYSTERS/SELLING WITHOUT PROPER LABELS"
"1866","379.2525(3)","M","1","CONSERVATION-FISH FALSE REPORT CLAMS OYSTERS SHELL"
"1867","379.26(1)","M","1","CONSERVATION-FISH IMPORT POSS NONNATIVE MARINE PLA"
"1868","379.26(5)","M","1","CONSERVATION-FISH RELEASE NONNATIVE SALTWATER SPEC"
"1869","379.28","M","1","FISH/IMPORT WITHOUT A LICENSE"
"1870","379.3014","M","1","ALLIGATOR SKIN/UNLAWFUL SALE/POSSESSION"
"1871","379.3015","M","2","ALLIGATORS/USE OF LIGHT TO HUNT/DUSK TO DAWN"
"1872","379.3016(1)","M","1","CONSERVATION-ANIMALS SELL STUFFED BABY ALLIGATOR"
"1873","379.3016(2)","M","1","CONSERVATION-ANIMALS SELL ALLIGATOR PRODUCT FROM E"
"1874","379.302","M","1","CONSERVATION-LICENSE-STAMP TRANSPORT RECV GAME WO"
"1875","379.302","M","2","PRIVATE GAME PRESERVES/FARMS"
"1876","379.305(2)","M","1","REPTILE/VENOMOUS/NONNATIVE/RELEASE/ALLOW ESCAPE"
